date,amount,category,merchant,description,type,currency,balance
2024-11-20,-1064.63,Entertainment,Netflix India,Entertainment at Netflix India,debit,INR,26032.61000000002
2024-11-21,-112.12,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,25920.49000000002
2024-11-22,-3684.4,Shopping,Medical Store,Shopping at Medical Store,debit,INR,22236.09000000002
2024-11-22,-1172.95,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,21063.140000000018
2024-11-23,-2047.83,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,19015.31000000002
2024-11-23,-1090.5,Utilities,Airtel,Utilities at Airtel,debit,INR,17924.81000000002
2024-11-24,-697.43,Transport,Indian Oil,Transport at Indian Oil,debit,INR,17227.38000000002
2024-11-24,-539.35,Other,UPI Transfer,Other at UPI Transfer,debit,INR,16688.03000000002
2024-11-25,-1215.25,Other,ATM,Other at ATM,debit,INR,15472.78000000002
2024-11-26,-362.3,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,15110.480000000021
2024-11-26,-1961.03,Shopping,Amazon India,Shopping at Amazon India,debit,INR,13149.45000000002
2024-11-27,-2940.91,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,10208.54000000002
2024-11-27,-699.26,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,9509.28000000002
2024-11-27,-972.59,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,8536.69000000002
2024-11-28,-3874.31,Shopping,Medical Store,Shopping at Medical Store,debit,INR,4662.380000000021
2024-11-28,-1109.35,Groceries,DMart,Groceries at DMart,debit,INR,3553.030000000021
2024-11-29,-171.99,Dining Out,Domino's,Dining Out at Domino's,debit,INR,3381.040000000021
2024-11-29,-581.56,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,2799.480000000021
2024-11-30,-477.57,Dining Out,KFC,Dining Out at KFC,debit,INR,2321.910000000021
2024-11-30,-633.58,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,1688.3300000000208
2024-11-30,77197.15,Income,MNC Corp,Monthly Salary,credit,INR,78885.48000000001
2024-11-30,-338.1,Dining Out,Domino's,Dining Out at Domino's,debit,INR,78547.38
2024-12-01,43395.52,Income,Tech Company,Monthly Salary,credit,INR,121942.9
2024-12-02,-724.27,Transport,Ola,Transport at Ola,debit,INR,121218.62999999999
2024-12-02,-459.66,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,120758.96999999999
2024-12-03,-390.96,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,120368.00999999998
2024-12-04,-1733.71,Groceries,Spencer's,Groceries at Spencer's,debit,INR,118634.29999999997
2024-12-05,-2657.54,Shopping,Local Mall,Shopping at Local Mall,debit,INR,115976.75999999998
2024-12-05,-726.33,Other,Miscellaneous,Other at Miscellaneous,debit,INR,115250.42999999998
2024-12-05,-2737.88,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,112512.54999999997
2024-12-06,-3913.82,Shopping,Amazon India,Shopping at Amazon India,debit,INR,108598.72999999997
2024-12-07,-1455.72,Groceries,Spencer's,Groceries at Spencer's,debit,INR,107143.00999999997
2024-12-07,-479.11,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,106663.89999999997
2024-12-08,-389.1,Dining Out,Domino's,Dining Out at Domino's,debit,INR,106274.79999999996
2024-12-09,-649.69,Shopping,Flipkart,Shopping at Flipkart,debit,INR,105625.10999999996
2024-12-09,-2155.84,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,103469.26999999996
2024-12-10,-296.18,Dining Out,Zomato,Dining Out at Zomato,debit,INR,103173.08999999997
2024-12-12,-406.56,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,102766.52999999997
2024-12-12,-884.98,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,101881.54999999997
2024-12-12,-216.35,Transport,HP Petrol,Transport at HP Petrol,debit,INR,101665.19999999997
2024-12-13,-880.19,Healthcare,Hospital,Healthcare at Hospital,debit,INR,100785.00999999997
2024-12-13,-609.03,Shopping,Medical Store,Shopping at Medical Store,debit,INR,100175.97999999997
2024-12-14,-241.26,Transport,Uber,Transport at Uber,debit,INR,99934.71999999997
2024-12-14,-432.95,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,99501.76999999997
2024-12-15,-416.35,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,99085.41999999997
2024-12-16,-2909.57,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,96175.84999999996
2024-12-17,-1408.24,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,94767.60999999996
2024-12-17,-945.76,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,93821.84999999996
2024-12-18,-3584.86,Shopping,Medical Store,Shopping at Medical Store,debit,INR,90236.98999999996
2024-12-18,-533.72,Dining Out,Zomato,Dining Out at Zomato,debit,INR,89703.26999999996
2024-12-18,-1661.85,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,88041.41999999995
2024-12-19,-914.11,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,87127.30999999995
2024-12-19,-2277.0,Shopping,Amazon India,Shopping at Amazon India,debit,INR,84850.30999999995
2024-12-20,-903.59,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,83946.71999999996
2024-12-20,-842.73,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,83103.98999999996
2024-12-21,-1472.57,Groceries,Spencer's,Groceries at Spencer's,debit,INR,81631.41999999995
2024-12-21,-1009.25,Groceries,Spencer's,Groceries at Spencer's,debit,INR,80622.16999999995
2024-12-22,-1719.3,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,78902.86999999995
2024-12-22,-549.52,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,78353.34999999995
2024-12-23,-387.97,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,77965.37999999995
2024-12-25,-534.7,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,77430.67999999995
2024-12-27,-522.14,Transport,Uber,Transport at Uber,debit,INR,76908.53999999995
2024-12-27,-511.74,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,76396.79999999994
2024-12-28,-352.57,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,76044.22999999994
2024-12-29,-1634.76,Shopping,Flipkart,Shopping at Flipkart,debit,INR,74409.46999999994
2024-12-30,-590.35,Other,UPI Transfer,Other at UPI Transfer,debit,INR,73819.11999999994
2024-12-30,-1757.7,Groceries,DMart,Groceries at DMart,debit,INR,72061.41999999994
2024-12-31,-385.91,Entertainment,Gym,Entertainment at Gym,debit,INR,71675.50999999994
